strike,dip,rake,weighted_misfit,misfit_fraction,polarity_errors
118.0,66.0,-50.0,0.0,0.0,0
118.0,66.0,-48.0,0.0,0.0,0
118.0,68.0,-48.0,0.0,0.0,0
120.0,66.0,-50.0,0.0,0.0,0
120.0,66.0,-48.0,0.0,0.0,0
120.0,68.0,-48.0,0.0,0.0,0
122.0,64.0,-52.0,0.0,0.0,0
122.0,64.0,-50.0,0.0,0.0,0
122.0,64.0,-48.0,0.0,0.0,0
122.0,66.0,-50.0,0.0,0.0,0
122.0,66.0,-48.0,0.0,0.0,0
122.0,68.0,-48.0,0.0,0.0,0
122.0,70.0,-48.0,0.0,0.0,0
122.0,72.0,-46.0,0.0,0.0,0
124.0,62.0,-54.0,0.0,0.0,0
124.0,62.0,-52.0,0.0,0.0,0
124.0,62.0,-50.0,0.0,0.0,0
124.0,62.0,-48.0,0.0,0.0,0
124.0,64.0,-52.0,0.0,0.0,0
124.0,64.0,-50.0,0.0,0.0,0
124.0,64.0,-48.0,0.0,0.0,0
124.0,66.0,-50.0,0.0,0.0,0
124.0,66.0,-48.0,0.0,0.0,0
124.0,66.0,-46.0,0.0,0.0,0
124.0,68.0,-50.0,0.0,0.0,0
124.0,68.0,-48.0,0.0,0.0,0
124.0,68.0,-46.0,0.0,0.0,0
124.0,70.0,-48.0,0.0,0.0,0
124.0,70.0,-46.0,0.0,0.0,0
124.0,72.0,-46.0,0.0,0.0,0
126.0,60.0,-56.0,0.0,0.0,0
126.0,60.0,-54.0,0.0,0.0,0
126.0,60.0,-52.0,0.0,0.0,0
126.0,60.0,-50.0,0.0,0.0,0
126.0,60.0,-48.0,0.0,0.0,0
126.0,62.0,-54.0,0.0,0.0,0
126.0,62.0,-52.0,0.0,0.0,0
126.0,62.0,-50.0,0.0,0.0,0
126.0,62.0,-48.0,0.0,0.0,0
126.0,62.0,-46.0,0.0,0.0,0
126.0,64.0,-52.0,0.0,0.0,0
126.0,64.0,-50.0,0.0,0.0,0
126.0,64.0,-48.0,0.0,0.0,0
126.0,64.0,-46.0,0.0,0.0,0
126.0,66.0,-50.0,0.0,0.0,0
126.0,66.0,-48.0,0.0,0.0,0
126.0,66.0,-46.0,0.0,0.0,0
126.0,68.0,-50.0,0.0,0.0,0
126.0,68.0,-48.0,0.0,0.0,0
126.0,68.0,-46.0,0.0,0.0,0
126.0,70.0,-48.0,0.0,0.0,0
126.0,70.0,-46.0,0.0,0.0,0
126.0,72.0,-46.0,0.0,0.0,0
128.0,60.0,-54.0,0.0,0.0,0
128.0,60.0,-52.0,0.0,0.0,0
128.0,60.0,-50.0,0.0,0.0,0
128.0,60.0,-48.0,0.0,0.0,0
128.0,60.0,-46.0,0.0,0.0,0
128.0,62.0,-54.0,0.0,0.0,0
128.0,62.0,-52.0,0.0,0.0,0
128.0,62.0,-50.0,0.0,0.0,0
128.0,62.0,-48.0,0.0,0.0,0
128.0,62.0,-46.0,0.0,0.0,0
128.0,64.0,-52.0,0.0,0.0,0
128.0,64.0,-50.0,0.0,0.0,0
128.0,64.0,-48.0,0.0,0.0,0
128.0,64.0,-46.0,0.0,0.0,0
128.0,66.0,-50.0,0.0,0.0,0
128.0,66.0,-48.0,0.0,0.0,0
128.0,66.0,-46.0,0.0,0.0,0
128.0,68.0,-50.0,0.0,0.0,0
128.0,68.0,-48.0,0.0,0.0,0
128.0,68.0,-46.0,0.0,0.0,0
128.0,70.0,-48.0,0.0,0.0,0
128.0,70.0,-46.0,0.0,0.0,0
128.0,72.0,-48.0,0.0,0.0,0
128.0,72.0,-46.0,0.0,0.0,0
130.0,58.0,-56.0,0.0,0.0,0
130.0,58.0,-54.0,0.0,0.0,0
130.0,58.0,-52.0,0.0,0.0,0
130.0,58.0,-50.0,0.0,0.0,0
130.0,58.0,-48.0,0.0,0.0,0
130.0,58.0,-46.0,0.0,0.0,0
130.0,60.0,-54.0,0.0,0.0,0
130.0,60.0,-52.0,0.0,0.0,0
130.0,60.0,-50.0,0.0,0.0,0
130.0,60.0,-48.0,0.0,0.0,0
130.0,60.0,-46.0,0.0,0.0,0
130.0,62.0,-54.0,0.0,0.0,0
130.0,62.0,-52.0,0.0,0.0,0
130.0,62.0,-50.0,0.0,0.0,0
130.0,62.0,-48.0,0.0,0.0,0
130.0,62.0,-46.0,0.0,0.0,0
130.0,64.0,-52.0,0.0,0.0,0
130.0,64.0,-50.0,0.0,0.0,0
130.0,64.0,-48.0,0.0,0.0,0
130.0,64.0,-46.0,0.0,0.0,0
130.0,66.0,-50.0,0.0,0.0,0
130.0,66.0,-48.0,0.0,0.0,0
130.0,66.0,-46.0,0.0,0.0,0
130.0,68.0,-50.0,0.0,0.0,0
130.0,68.0,-48.0,0.0,0.0,0
130.0,68.0,-46.0,0.0,0.0,0
130.0,68.0,-44.0,0.0,0.0,0
130.0,70.0,-48.0,0.0,0.0,0
130.0,70.0,-46.0,0.0,0.0,0
130.0,70.0,-44.0,0.0,0.0,0
130.0,72.0,-48.0,0.0,0.0,0
130.0,72.0,-46.0,0.0,0.0,0
130.0,72.0,-44.0,0.0,0.0,0
132.0,58.0,-56.0,0.0,0.0,0
132.0,58.0,-54.0,0.0,0.0,0
132.0,58.0,-52.0,0.0,0.0,0
132.0,58.0,-50.0,0.0,0.0,0
132.0,58.0,-48.0,0.0,0.0,0
132.0,58.0,-46.0,0.0,0.0,0
132.0,60.0,-54.0,0.0,0.0,0
132.0,60.0,-52.0,0.0,0.0,0
132.0,60.0,-50.0,0.0,0.0,0
132.0,60.0,-48.0,0.0,0.0,0
132.0,60.0,-46.0,0.0,0.0,0
132.0,60.0,-44.0,0.0,0.0,0
132.0,62.0,-54.0,0.0,0.0,0
132.0,62.0,-52.0,0.0,0.0,0
132.0,62.0,-50.0,0.0,0.0,0
132.0,62.0,-48.0,0.0,0.0,0
132.0,62.0,-46.0,0.0,0.0,0
132.0,62.0,-44.0,0.0,0.0,0
132.0,64.0,-52.0,0.0,0.0,0
132.0,64.0,-50.0,0.0,0.0,0
132.0,64.0,-48.0,0.0,0.0,0
132.0,64.0,-46.0,0.0,0.0,0
132.0,64.0,-44.0,0.0,0.0,0
132.0,66.0,-50.0,0.0,0.0,0
132.0,66.0,-48.0,0.0,0.0,0
132.0,66.0,-46.0,0.0,0.0,0
132.0,66.0,-44.0,0.0,0.0,0
132.0,68.0,-50.0,0.0,0.0,0
132.0,68.0,-48.0,0.0,0.0,0
132.0,68.0,-46.0,0.0,0.0,0
132.0,68.0,-44.0,0.0,0.0,0
132.0,70.0,-48.0,0.0,0.0,0
132.0,70.0,-46.0,0.0,0.0,0
132.0,70.0,-44.0,0.0,0.0,0
132.0,72.0,-48.0,0.0,0.0,0
132.0,72.0,-46.0,0.0,0.0,0
132.0,72.0,-44.0,0.0,0.0,0
134.0,56.0,-58.0,0.0,0.0,0
134.0,56.0,-56.0,0.0,0.0,0
134.0,56.0,-54.0,0.0,0.0,0
134.0,56.0,-52.0,0.0,0.0,0
134.0,56.0,-50.0,0.0,0.0,0
134.0,56.0,-48.0,0.0,0.0,0
134.0,56.0,-46.0,0.0,0.0,0
134.0,56.0,-44.0,0.0,0.0,0
134.0,58.0,-56.0,0.0,0.0,0
134.0,58.0,-54.0,0.0,0.0,0
134.0,58.0,-52.0,0.0,0.0,0
134.0,58.0,-50.0,0.0,0.0,0
134.0,58.0,-48.0,0.0,0.0,0
134.0,58.0,-46.0,0.0,0.0,0
134.0,58.0,-44.0,0.0,0.0,0
134.0,60.0,-54.0,0.0,0.0,0
134.0,60.0,-52.0,0.0,0.0,0
134.0,60.0,-50.0,0.0,0.0,0
134.0,60.0,-48.0,0.0,0.0,0
134.0,60.0,-46.0,0.0,0.0,0
134.0,60.0,-44.0,0.0,0.0,0
134.0,62.0,-54.0,0.0,0.0,0
134.0,62.0,-52.0,0.0,0.0,0
134.0,62.0,-50.0,0.0,0.0,0
134.0,62.0,-48.0,0.0,0.0,0
134.0,62.0,-46.0,0.0,0.0,0
134.0,62.0,-44.0,0.0,0.0,0
134.0,64.0,-52.0,0.0,0.0,0
134.0,64.0,-50.0,0.0,0.0,0
134.0,64.0,-48.0,0.0,0.0,0
134.0,64.0,-46.0,0.0,0.0,0
134.0,64.0,-44.0,0.0,0.0,0
134.0,66.0,-50.0,0.0,0.0,0
134.0,66.0,-48.0,0.0,0.0,0
134.0,66.0,-46.0,0.0,0.0,0
134.0,66.0,-44.0,0.0,0.0,0
134.0,68.0,-50.0,0.0,0.0,0
134.0,68.0,-48.0,0.0,0.0,0
134.0,68.0,-46.0,0.0,0.0,0
134.0,68.0,-44.0,0.0,0.0,0
134.0,70.0,-48.0,0.0,0.0,0
134.0,70.0,-46.0,0.0,0.0,0
134.0,70.0,-44.0,0.0,0.0,0
134.0,72.0,-42.0,0.0,0.0,0
134.0,72.0,-40.0,0.0,0.0,0
134.0,72.0,-38.0,0.0,0.0,0
134.0,72.0,-36.0,0.0,0.0,0
134.0,72.0,-34.0,0.0,0.0,0
136.0,56.0,-56.0,0.0,0.0,0
136.0,56.0,-54.0,0.0,0.0,0
136.0,56.0,-52.0,0.0,0.0,0
136.0,56.0,-50.0,0.0,0.0,0
136.0,56.0,-48.0,0.0,0.0,0
136.0,56.0,-46.0,0.0,0.0,0
136.0,56.0,-44.0,0.0,0.0,0
136.0,58.0,-56.0,0.0,0.0,0
136.0,58.0,-54.0,0.0,0.0,0
136.0,58.0,-52.0,0.0,0.0,0
136.0,58.0,-50.0,0.0,0.0,0
136.0,58.0,-48.0,0.0,0.0,0
136.0,58.0,-46.0,0.0,0.0,0
136.0,58.0,-44.0,0.0,0.0,0
136.0,60.0,-54.0,0.0,0.0,0
136.0,60.0,-52.0,0.0,0.0,0
136.0,60.0,-50.0,0.0,0.0,0
136.0,60.0,-48.0,0.0,0.0,0
136.0,60.0,-46.0,0.0,0.0,0
136.0,60.0,-44.0,0.0,0.0,0
136.0,62.0,-54.0,0.0,0.0,0
136.0,62.0,-52.0,0.0,0.0,0
136.0,62.0,-50.0,0.0,0.0,0
136.0,62.0,-48.0,0.0,0.0,0
136.0,62.0,-46.0,0.0,0.0,0
136.0,62.0,-44.0,0.0,0.0,0
136.0,64.0,-52.0,0.0,0.0,0
136.0,64.0,-50.0,0.0,0.0,0
136.0,64.0,-48.0,0.0,0.0,0
136.0,64.0,-46.0,0.0,0.0,0
136.0,64.0,-44.0,0.0,0.0,0
136.0,64.0,-42.0,0.0,0.0,0
136.0,66.0,-50.0,0.0,0.0,0
136.0,66.0,-48.0,0.0,0.0,0
136.0,66.0,-46.0,0.0,0.0,0
136.0,66.0,-44.0,0.0,0.0,0
136.0,66.0,-42.0,0.0,0.0,0
136.0,68.0,-50.0,0.0,0.0,0
136.0,68.0,-48.0,0.0,0.0,0
136.0,68.0,-46.0,0.0,0.0,0
136.0,68.0,-44.0,0.0,0.0,0
136.0,68.0,-42.0,0.0,0.0,0
136.0,70.0,-40.0,0.0,0.0,0
136.0,70.0,-38.0,0.0,0.0,0
136.0,70.0,-36.0,0.0,0.0,0
136.0,70.0,-34.0,0.0,0.0,0
136.0,72.0,-40.0,0.0,0.0,0
136.0,72.0,-38.0,0.0,0.0,0
136.0,72.0,-36.0,0.0,0.0,0
136.0,72.0,-34.0,0.0,0.0,0
138.0,54.0,-58.0,0.0,0.0,0
138.0,54.0,-56.0,0.0,0.0,0
138.0,54.0,-54.0,0.0,0.0,0
138.0,54.0,-52.0,0.0,0.0,0
138.0,54.0,-50.0,0.0,0.0,0
138.0,54.0,-48.0,0.0,0.0,0
138.0,54.0,-46.0,0.0,0.0,0
138.0,54.0,-44.0,0.0,0.0,0
138.0,54.0,-42.0,0.0,0.0,0
138.0,56.0,-56.0,0.0,0.0,0
138.0,56.0,-54.0,0.0,0.0,0
138.0,56.0,-52.0,0.0,0.0,0
138.0,56.0,-50.0,0.0,0.0,0
138.0,56.0,-48.0,0.0,0.0,0
138.0,56.0,-46.0,0.0,0.0,0
138.0,56.0,-44.0,0.0,0.0,0
138.0,56.0,-42.0,0.0,0.0,0
138.0,58.0,-56.0,0.0,0.0,0
138.0,58.0,-54.0,0.0,0.0,0
138.0,58.0,-52.0,0.0,0.0,0
138.0,58.0,-50.0,0.0,0.0,0
138.0,58.0,-48.0,0.0,0.0,0
138.0,58.0,-46.0,0.0,0.0,0
138.0,58.0,-44.0,0.0,0.0,0
138.0,58.0,-42.0,0.0,0.0,0
138.0,60.0,-54.0,0.0,0.0,0
138.0,60.0,-52.0,0.0,0.0,0
138.0,60.0,-50.0,0.0,0.0,0
138.0,60.0,-48.0,0.0,0.0,0
138.0,60.0,-46.0,0.0,0.0,0
138.0,60.0,-44.0,0.0,0.0,0
138.0,60.0,-42.0,0.0,0.0,0
138.0,62.0,-52.0,0.0,0.0,0
138.0,62.0,-50.0,0.0,0.0,0
138.0,62.0,-48.0,0.0,0.0,0
138.0,62.0,-46.0,0.0,0.0,0
138.0,62.0,-44.0,0.0,0.0,0
138.0,62.0,-42.0,0.0,0.0,0
138.0,64.0,-52.0,0.0,0.0,0
138.0,64.0,-50.0,0.0,0.0,0
138.0,64.0,-48.0,0.0,0.0,0
138.0,64.0,-46.0,0.0,0.0,0
138.0,64.0,-44.0,0.0,0.0,0
138.0,64.0,-42.0,0.0,0.0,0
138.0,66.0,-50.0,0.0,0.0,0
138.0,66.0,-48.0,0.0,0.0,0
138.0,66.0,-46.0,0.0,0.0,0
138.0,66.0,-44.0,0.0,0.0,0
138.0,66.0,-42.0,0.0,0.0,0
138.0,68.0,-40.0,0.0,0.0,0
138.0,68.0,-38.0,0.0,0.0,0
138.0,68.0,-36.0,0.0,0.0,0
138.0,68.0,-34.0,0.0,0.0,0
138.0,68.0,-32.0,0.0,0.0,0
138.0,70.0,-40.0,0.0,0.0,0
138.0,70.0,-38.0,0.0,0.0,0
138.0,70.0,-36.0,0.0,0.0,0
138.0,70.0,-34.0,0.0,0.0,0
138.0,70.0,-32.0,0.0,0.0,0
138.0,72.0,-40.0,0.0,0.0,0
138.0,72.0,-38.0,0.0,0.0,0
138.0,72.0,-36.0,0.0,0.0,0
138.0,72.0,-34.0,0.0,0.0,0
138.0,72.0,-32.0,0.0,0.0,0
140.0,54.0,-56.0,0.0,0.0,0
140.0,54.0,-54.0,0.0,0.0,0
140.0,54.0,-52.0,0.0,0.0,0
140.0,54.0,-50.0,0.0,0.0,0
140.0,54.0,-48.0,0.0,0.0,0
140.0,54.0,-46.0,0.0,0.0,0
140.0,54.0,-44.0,0.0,0.0,0
140.0,54.0,-42.0,0.0,0.0,0
140.0,56.0,-56.0,0.0,0.0,0
140.0,56.0,-54.0,0.0,0.0,0
140.0,56.0,-52.0,0.0,0.0,0
140.0,56.0,-50.0,0.0,0.0,0
140.0,56.0,-48.0,0.0,0.0,0
140.0,56.0,-46.0,0.0,0.0,0
140.0,56.0,-44.0,0.0,0.0,0
140.0,56.0,-42.0,0.0,0.0,0
140.0,58.0,-54.0,0.0,0.0,0
140.0,58.0,-52.0,0.0,0.0,0
140.0,58.0,-50.0,0.0,0.0,0
140.0,58.0,-48.0,0.0,0.0,0
140.0,58.0,-46.0,0.0,0.0,0
140.0,58.0,-44.0,0.0,0.0,0
140.0,58.0,-42.0,0.0,0.0,0
140.0,60.0,-54.0,0.0,0.0,0
140.0,60.0,-52.0,0.0,0.0,0
140.0,60.0,-50.0,0.0,0.0,0
140.0,60.0,-48.0,0.0,0.0,0
140.0,60.0,-46.0,0.0,0.0,0
140.0,60.0,-44.0,0.0,0.0,0
140.0,60.0,-42.0,0.0,0.0,0
140.0,62.0,-52.0,0.0,0.0,0
140.0,62.0,-50.0,0.0,0.0,0
140.0,62.0,-48.0,0.0,0.0,0
140.0,62.0,-46.0,0.0,0.0,0
140.0,62.0,-44.0,0.0,0.0,0
140.0,62.0,-42.0,0.0,0.0,0
140.0,64.0,-52.0,0.0,0.0,0
140.0,64.0,-50.0,0.0,0.0,0
140.0,64.0,-48.0,0.0,0.0,0
140.0,64.0,-46.0,0.0,0.0,0
140.0,64.0,-44.0,0.0,0.0,0
140.0,64.0,-42.0,0.0,0.0,0
140.0,66.0,-40.0,0.0,0.0,0
140.0,66.0,-38.0,0.0,0.0,0
140.0,66.0,-36.0,0.0,0.0,0
140.0,66.0,-34.0,0.0,0.0,0
140.0,66.0,-32.0,0.0,0.0,0
140.0,68.0,-40.0,0.0,0.0,0
140.0,68.0,-38.0,0.0,0.0,0
140.0,68.0,-36.0,0.0,0.0,0
140.0,68.0,-34.0,0.0,0.0,0
140.0,68.0,-32.0,0.0,0.0,0
140.0,70.0,-40.0,0.0,0.0,0
140.0,70.0,-38.0,0.0,0.0,0
140.0,70.0,-36.0,0.0,0.0,0
140.0,70.0,-34.0,0.0,0.0,0
140.0,70.0,-32.0,0.0,0.0,0
140.0,72.0,-40.0,0.0,0.0,0
140.0,72.0,-38.0,0.0,0.0,0
140.0,72.0,-36.0,0.0,0.0,0
140.0,72.0,-34.0,0.0,0.0,0
140.0,72.0,-32.0,0.0,0.0,0
142.0,52.0,-46.0,0.0,0.0,0
142.0,52.0,-44.0,0.0,0.0,0
142.0,52.0,-42.0,0.0,0.0,0
142.0,54.0,-52.0,0.0,0.0,0
142.0,54.0,-50.0,0.0,0.0,0
142.0,54.0,-48.0,0.0,0.0,0
142.0,54.0,-46.0,0.0,0.0,0
142.0,54.0,-44.0,0.0,0.0,0
142.0,54.0,-42.0,0.0,0.0,0
142.0,54.0,-40.0,0.0,0.0,0
142.0,56.0,-56.0,0.0,0.0,0
142.0,56.0,-54.0,0.0,0.0,0
142.0,56.0,-52.0,0.0,0.0,0
142.0,56.0,-50.0,0.0,0.0,0
142.0,56.0,-48.0,0.0,0.0,0
142.0,56.0,-46.0,0.0,0.0,0
142.0,56.0,-44.0,0.0,0.0,0
142.0,56.0,-42.0,0.0,0.0,0
142.0,56.0,-40.0,0.0,0.0,0
142.0,58.0,-54.0,0.0,0.0,0
142.0,58.0,-52.0,0.0,0.0,0
142.0,58.0,-50.0,0.0,0.0,0
142.0,58.0,-48.0,0.0,0.0,0
142.0,58.0,-46.0,0.0,0.0,0
142.0,58.0,-44.0,0.0,0.0,0
142.0,58.0,-42.0,0.0,0.0,0
142.0,58.0,-40.0,0.0,0.0,0
142.0,60.0,-54.0,0.0,0.0,0
142.0,60.0,-52.0,0.0,0.0,0
142.0,60.0,-50.0,0.0,0.0,0
142.0,60.0,-48.0,0.0,0.0,0
142.0,60.0,-46.0,0.0,0.0,0
142.0,60.0,-44.0,0.0,0.0,0
142.0,60.0,-42.0,0.0,0.0,0
142.0,60.0,-40.0,0.0,0.0,0
142.0,62.0,-52.0,0.0,0.0,0
142.0,62.0,-50.0,0.0,0.0,0
142.0,62.0,-48.0,0.0,0.0,0
142.0,62.0,-46.0,0.0,0.0,0
142.0,62.0,-44.0,0.0,0.0,0
142.0,62.0,-42.0,0.0,0.0,0
142.0,62.0,-40.0,0.0,0.0,0
142.0,64.0,-52.0,0.0,0.0,0
142.0,64.0,-50.0,0.0,0.0,0
142.0,64.0,-48.0,0.0,0.0,0
142.0,64.0,-46.0,0.0,0.0,0
142.0,64.0,-44.0,0.0,0.0,0
142.0,64.0,-42.0,0.0,0.0,0
142.0,64.0,-40.0,0.0,0.0,0
142.0,66.0,-38.0,0.0,0.0,0
142.0,66.0,-36.0,0.0,0.0,0
142.0,66.0,-34.0,0.0,0.0,0
142.0,66.0,-32.0,0.0,0.0,0
142.0,68.0,-38.0,0.0,0.0,0
142.0,68.0,-36.0,0.0,0.0,0
142.0,68.0,-34.0,0.0,0.0,0
142.0,68.0,-32.0,0.0,0.0,0
142.0,70.0,-38.0,0.0,0.0,0
142.0,70.0,-36.0,0.0,0.0,0
142.0,70.0,-34.0,0.0,0.0,0
142.0,70.0,-32.0,0.0,0.0,0
142.0,72.0,-38.0,0.0,0.0,0
142.0,72.0,-36.0,0.0,0.0,0
142.0,72.0,-34.0,0.0,0.0,0
142.0,72.0,-32.0,0.0,0.0,0
124.0,74.0,-46.0,0.0,0.0,0
124.0,82.0,-42.0,0.0,0.0,0
124.0,82.0,-40.0,0.0,0.0,0
124.0,84.0,-40.0,0.0,0.0,0
126.0,74.0,-46.0,0.0,0.0,0
126.0,80.0,-42.0,0.0,0.0,0
126.0,80.0,-40.0,0.0,0.0,0
126.0,82.0,-42.0,0.0,0.0,0
126.0,82.0,-40.0,0.0,0.0,0
126.0,84.0,-42.0,0.0,0.0,0
126.0,84.0,-40.0,0.0,0.0,0
126.0,86.0,-40.0,0.0,0.0,0
126.0,88.0,-40.0,0.0,0.0,0
128.0,74.0,-46.0,0.0,0.0,0
128.0,76.0,-46.0,0.0,0.0,0
128.0,78.0,-44.0,0.0,0.0,0
128.0,78.0,-42.0,0.0,0.0,0
128.0,78.0,-40.0,0.0,0.0,0
128.0,78.0,-38.0,0.0,0.0,0
128.0,80.0,-44.0,0.0,0.0,0
128.0,80.0,-42.0,0.0,0.0,0
128.0,80.0,-40.0,0.0,0.0,0
128.0,80.0,-38.0,0.0,0.0,0
128.0,82.0,-42.0,0.0,0.0,0
128.0,82.0,-40.0,0.0,0.0,0
128.0,82.0,-38.0,0.0,0.0,0
128.0,84.0,-42.0,0.0,0.0,0
128.0,84.0,-40.0,0.0,0.0,0
128.0,86.0,-42.0,0.0,0.0,0
128.0,86.0,-40.0,0.0,0.0,0
128.0,88.0,-40.0,0.0,0.0,0
128.0,90.0,-40.0,0.0,0.0,0
130.0,74.0,-46.0,0.0,0.0,0
130.0,74.0,-44.0,0.0,0.0,0
130.0,76.0,-42.0,0.0,0.0,0
130.0,76.0,-40.0,0.0,0.0,0
130.0,76.0,-38.0,0.0,0.0,0
130.0,76.0,-36.0,0.0,0.0,0
130.0,78.0,-42.0,0.0,0.0,0
130.0,78.0,-40.0,0.0,0.0,0
130.0,78.0,-38.0,0.0,0.0,0
130.0,80.0,-42.0,0.0,0.0,0
130.0,80.0,-40.0,0.0,0.0,0
130.0,80.0,-38.0,0.0,0.0,0
130.0,82.0,-42.0,0.0,0.0,0
130.0,82.0,-40.0,0.0,0.0,0
130.0,82.0,-38.0,0.0,0.0,0
130.0,84.0,-42.0,0.0,0.0,0
130.0,84.0,-40.0,0.0,0.0,0
130.0,84.0,-38.0,0.0,0.0,0
130.0,86.0,-42.0,0.0,0.0,0
130.0,86.0,-40.0,0.0,0.0,0
130.0,86.0,-38.0,0.0,0.0,0
130.0,88.0,-42.0,0.0,0.0,0
130.0,88.0,-40.0,0.0,0.0,0
130.0,90.0,-40.0,0.0,0.0,0
132.0,74.0,-42.0,0.0,0.0,0
132.0,74.0,-40.0,0.0,0.0,0
132.0,74.0,-38.0,0.0,0.0,0
132.0,74.0,-36.0,0.0,0.0,0
132.0,76.0,-42.0,0.0,0.0,0
132.0,76.0,-40.0,0.0,0.0,0
132.0,76.0,-38.0,0.0,0.0,0
132.0,76.0,-36.0,0.0,0.0,0
132.0,78.0,-42.0,0.0,0.0,0
132.0,78.0,-40.0,0.0,0.0,0
132.0,78.0,-38.0,0.0,0.0,0
132.0,78.0,-36.0,0.0,0.0,0
132.0,80.0,-42.0,0.0,0.0,0
132.0,80.0,-40.0,0.0,0.0,0
132.0,80.0,-38.0,0.0,0.0,0
132.0,80.0,-36.0,0.0,0.0,0
132.0,82.0,-42.0,0.0,0.0,0
132.0,82.0,-40.0,0.0,0.0,0
132.0,82.0,-38.0,0.0,0.0,0
132.0,84.0,-42.0,0.0,0.0,0
132.0,84.0,-40.0,0.0,0.0,0
132.0,84.0,-38.0,0.0,0.0,0
132.0,86.0,-42.0,0.0,0.0,0
132.0,86.0,-40.0,0.0,0.0,0
132.0,86.0,-38.0,0.0,0.0,0
132.0,88.0,-42.0,0.0,0.0,0
132.0,88.0,-40.0,0.0,0.0,0
132.0,88.0,-38.0,0.0,0.0,0
132.0,90.0,-42.0,0.0,0.0,0
132.0,90.0,-40.0,0.0,0.0,0
134.0,74.0,-42.0,0.0,0.0,0
134.0,74.0,-40.0,0.0,0.0,0
134.0,74.0,-38.0,0.0,0.0,0
134.0,74.0,-36.0,0.0,0.0,0
134.0,74.0,-34.0,0.0,0.0,0
134.0,76.0,-42.0,0.0,0.0,0
134.0,76.0,-40.0,0.0,0.0,0
134.0,76.0,-38.0,0.0,0.0,0
134.0,76.0,-36.0,0.0,0.0,0
134.0,76.0,-34.0,0.0,0.0,0
134.0,78.0,-42.0,0.0,0.0,0
134.0,78.0,-40.0,0.0,0.0,0
134.0,78.0,-38.0,0.0,0.0,0
134.0,78.0,-36.0,0.0,0.0,0
134.0,80.0,-42.0,0.0,0.0,0
134.0,80.0,-40.0,0.0,0.0,0
134.0,80.0,-38.0,0.0,0.0,0
134.0,80.0,-36.0,0.0,0.0,0
134.0,82.0,-42.0,0.0,0.0,0
134.0,82.0,-40.0,0.0,0.0,0
134.0,82.0,-38.0,0.0,0.0,0
134.0,82.0,-36.0,0.0,0.0,0
134.0,84.0,-42.0,0.0,0.0,0
134.0,84.0,-40.0,0.0,0.0,0
134.0,84.0,-38.0,0.0,0.0,0
134.0,84.0,-36.0,0.0,0.0,0
134.0,86.0,-42.0,0.0,0.0,0
134.0,86.0,-40.0,0.0,0.0,0
134.0,86.0,-38.0,0.0,0.0,0
134.0,88.0,-42.0,0.0,0.0,0
134.0,88.0,-40.0,0.0,0.0,0
134.0,88.0,-38.0,0.0,0.0,0
134.0,90.0,-42.0,0.0,0.0,0
134.0,90.0,-40.0,0.0,0.0,0
134.0,90.0,-38.0,0.0,0.0,0
136.0,74.0,-40.0,0.0,0.0,0
136.0,74.0,-38.0,0.0,0.0,0
136.0,74.0,-36.0,0.0,0.0,0
136.0,74.0,-34.0,0.0,0.0,0
136.0,76.0,-42.0,0.0,0.0,0
136.0,76.0,-40.0,0.0,0.0,0
136.0,76.0,-38.0,0.0,0.0,0
136.0,76.0,-36.0,0.0,0.0,0
136.0,76.0,-34.0,0.0,0.0,0
136.0,78.0,-42.0,0.0,0.0,0
136.0,78.0,-40.0,0.0,0.0,0
136.0,78.0,-38.0,0.0,0.0,0
136.0,78.0,-36.0,0.0,0.0,0
136.0,78.0,-34.0,0.0,0.0,0
136.0,80.0,-42.0,0.0,0.0,0
136.0,80.0,-40.0,0.0,0.0,0
136.0,80.0,-38.0,0.0,0.0,0
136.0,80.0,-36.0,0.0,0.0,0
136.0,80.0,-34.0,0.0,0.0,0
136.0,82.0,-42.0,0.0,0.0,0
136.0,82.0,-40.0,0.0,0.0,0
136.0,82.0,-38.0,0.0,0.0,0
136.0,82.0,-36.0,0.0,0.0,0
136.0,84.0,-42.0,0.0,0.0,0
136.0,84.0,-40.0,0.0,0.0,0
136.0,84.0,-38.0,0.0,0.0,0
136.0,84.0,-36.0,0.0,0.0,0
136.0,86.0,-42.0,0.0,0.0,0
136.0,86.0,-40.0,0.0,0.0,0
136.0,86.0,-38.0,0.0,0.0,0
136.0,86.0,-36.0,0.0,0.0,0
136.0,88.0,-42.0,0.0,0.0,0
136.0,88.0,-40.0,0.0,0.0,0
136.0,88.0,-38.0,0.0,0.0,0
136.0,88.0,-36.0,0.0,0.0,0
136.0,90.0,-42.0,0.0,0.0,0
136.0,90.0,-40.0,0.0,0.0,0
136.0,90.0,-38.0,0.0,0.0,0
138.0,74.0,-40.0,0.0,0.0,0
138.0,74.0,-38.0,0.0,0.0,0
138.0,74.0,-36.0,0.0,0.0,0
138.0,74.0,-34.0,0.0,0.0,0
138.0,74.0,-32.0,0.0,0.0,0
138.0,76.0,-40.0,0.0,0.0,0
138.0,76.0,-38.0,0.0,0.0,0
138.0,76.0,-36.0,0.0,0.0,0
138.0,76.0,-34.0,0.0,0.0,0
138.0,76.0,-32.0,0.0,0.0,0
138.0,78.0,-40.0,0.0,0.0,0
138.0,78.0,-38.0,0.0,0.0,0
